id	language_name	language_latitude	language_longitude	language_macroarea	language_family	GB020_ARTDef	GB021_ARTIndef	GB022_ARTPre	GB023_ARTPost	GB026_ADJDiscont	GB027_ComitConjDifferent	GB028_Clusivity	GB030_PRO3PGender	GB031_PRODualAug	GB035_DEMDistContrast	GB036_DEMElevation	GB037_DEMVisNonvis	GB038_DEMClassifier	GB039_NounNUMAllomorph	GB041_NUMSupplNoun	GB042_SingularNoun	GB043_DualBound	GB044_PluralBound	GB046_AssocPlural	GB047_NMZActionState	GB048_NMZAgent	GB049_NMZObject	GB051_GenderSex	GB052_GenderShape	GB053_GenderAnimacy	GB054_GenderPlants	GB057_NUMClassif	GB058_POSSClassifier	GB059_POSSAlienability	GB068_PredAdjLikeV	GB069_AttrAdjLikeV	GB070_CoreCaseNoun	GB071_CoreCasePRO	GB072_ObliqueCaseNoun	GB073_ObliqueCasePRO	GB074_Prepositions	GB075_Postpositions	GB079_VPrefixing	GB080_VSuffixing	GB081_VInfix	GB082_PresentBoundV	GB083_PastBoundV	GB084_FutureBoundV	GB086_AspectBoundV	GB089_S-ArgSfxV	GB090_S-ArgPfxV	GB091_A-ArgSfxV	GB092_A-ArgPfxV	GB093_P-ArgSfxV	GB094_P-ArgPfxV	GB095_CaseSplitTAM	GB096_CaseSplitVerbClass	GB098_CaseSplitPerson	GB099_VSupplPerson	GB103_BenefApplBoundV	GB104_AppInstrBoundV	GB105_CaseRecipientObj	GB107_NEGBoundV	GB108_DirLocBoundV	GB109_VSupplNUM	GB110_VSupplTA	GB111_VerbClass	GB113_TransitivizingBound	GB114_ReflBoundV	GB115_RecipBoundV	GB116_VClassifiers	GB117_CopulaPredNom	GB118_SerialV	GB119_MoodAUX	GB120_AspectAUX	GB121_AUXTense	GB122_VCompounding	GB123_LightVerb	GB124_NounIncorpIntrans	GB126_ExistentialV	GB127_PostureVerbs	GB129_FewVerbs	GB131_TransVInitOrder	GB132_TransVMedOrder	GB133_TransVFinalOrder	GB134_MainSubSameOrder	GB135_SUBClauseInOPosition	GB136_WordOrderFixed	GB137_NEGFinal	GB138_NEGInitial	GB139_NEGProhibitive	GB140_SameNEGLocExistNom	GB146_VControl	GB147_PassiveBoundV	GB148_AntipassiveBoundV	GB149_InverseBoundV	GB150_ClauseChain	GB151_SwitchReference	GB152_SimulSeqBound	GB155_CAUSBound	GB156_CAUSSay	GB158_RedupV	GB159_RedupNoun	GB160_RedupOther	GB165_TrialBound	GB166_PaucalBound	GB167_PROLogophore	GB170_ADJGender	GB171_DEMGender	GB172_ARTGender	GB177_AnimacyBoundV	GB184_AdjNUM	GB185_DEMNum	GB186_ARTNum	GB187_DIMBound	GB188_AUGBound	GB192_GenderPhono	GB196_PRO2PMascFem	GB197_PRO1PMascFem	GB198_NUMGender	GB204_QUANTUniversal	GB250_PredPOSSHabeo	GB252_PredPOSSLoc	GB253_PredPOSSDat	GB254_PredPOSSAdnom	GB256_PredPOSSComitative	GB257_QIntonation	GB260_QWordOrder	GB262_QPartInitial	GB263_QPartFinal	GB264_QPartMedial	GB265_COMPARExceed	GB266_COMPARLoc	GB270_COMPARConjoin	GB273_COMPAROtherMarker	GB275_COMPDegreeBound	GB276_COMPDegreeFree	GB285_QPartVMorph	GB286_QVMorph	GB291_QTone	GB296_Ideophones	GB297_QVNotV	GB298_NEGAux	GB299_NEGPart	GB300_VSupplGive	GB301_Inclusory	GB302_PassiveFree	GB303_AntipassiveFree	GB304_PassiveA-ArgOvert	GB305_PRORefl	GB306_PROReciproc	GB309_MultiplePastFuture	GB312_MoodBoundV	GB313_PROPoss	GB314_AUGgender	GB315_DIMGender	GB316_SingularFree	GB317_DualFree	GB318_PluralFree	GB319_TrialFree	GB320_PaucalFree	GB321_GenderUnpredict	GB322_EvidSense	GB323_EvidIndirect	GB324_QV	GB325_QCountMass	GB326_QInSitu	GB327_RELPost	GB328_RELPre	GB329_RELInternalHead	GB330_RELCorr	GB331_RELAdjoined	GB333_NUMDecimal	GB334_NUMQuinary	GB335_NUMVigesimal	GB336_NUMBodyTally	GB400_PersonNeutralized	GB401_PatientLabile	GB402_VSupplSee	GB403_VSupplCome	GB408_Accusative	GB409_Ergative	GB410_NeutralAlign	GB415_PRO2PPoliteness	GB421_ComplThinkKnowPre	GB422_ComplThinkKnowPost	GB430_POSSPfxPosr	GB431_POSSPfxPosd	GB432_POSSSfxPosr	GB433_POSSSfxPosd	GB519_MoodAuxPart	GB520_AspectAuxPart	GB521_TenseAuxPart	GB522_PRODrop	GB024_NUMOrder_1	GB024_NUMOrder_2	GB024_NUMOrder_3	GB025_DEMOrder_1	GB025_DEMOrder_2	GB025_DEMOrder_3	GB065_POSSPosdPosrOrder_1	GB065_POSSPosdPosrOrder_2	GB065_POSSPosdPosrOrder_3	GB130_OrderSVIntrans_1	GB130_OrderSVIntrans_2	GB130_OrderSVIntrans_3	GB193_OrderADJ_0	GB193_OrderADJ_1	GB193_OrderADJ_2	GB193_OrderADJ_3	GB203_QUANTOrder_0	GB203_QUANTOrder_1	GB203_QUANTOrder_2	GB203_QUANTOrder_3
aree1239	Are	-9.67147	149.999	Papunesia	Austronesian	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	True			False	False	True		False	True	True	False	False	True	True	True	True	False	True	False	True	True	False	False	False	False		False	False		False	False			False		False	False	False		False	False	False	False		False	False		False	False	False	False	True			True	False	False	True	True	False	False	False	False		False	False			True	False	False	False	False		False	False	False	False	True	True	False	False	False	False	False	False	False							False	False	False	False	False							False	False	False		False	False	True			False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False				False	False	True	False			False	False	False	True	False	False	False	True	False	True	False	True	False	False	True	False	False	False	True	False	False	False	True	False				
argo1244	Argobba	10.6596	39.756	Africa	Afro-Asiatic	True	False	False	True	False	False	False	True	False	False	False	True	False	False		False	False	True	False	True	True	True	True	False	True	False	False	False	False	False	False	True	True	True	True	True	True	True	True	False	True	False	False	True	True	False	True	False	True	False	False	False	False	False	True	True	False	True	True	False	False	True	True	False	False	False	True	False	False	False	True			False	True	False	False	False	False	True	True	True	True	False	False	True	False	False	False	False	False		False	False	True	False		False		False	False	False	True	False	True	False	True	True	False	True	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	False	False	False		True	False	False		False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False				True	False	False	False	False	True	True	False	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	False	True	False	False	False	True	False	False
arhu1242	Arhuaco	10.7018	-73.6363	South America	Chibchan	True	False	True	False	False	False	True	False	False	True	False	False	False	False		False	False	False	False		True	True	False	False	False	False	False	False	True	False	True	True		True		False	True	True	True	False	True	True	True	True	True	True	True	True	False	True	True	False	True	False	True	False	True	True	True	False		False	True	True	True		True	False	True	True	True	False		False	True	True	False	False	False	True	True	True	True	False	False	True	True		True	False	False	True	True	True	False			False	True	False	False		False	False	False	True	False	False	False			False	False	False	False							False	False	False	True	False	False	False	False	True	False	False	False	True	False	False	False	False	False		False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False	True		False	False	True	True	True	True	False	True	True	False	False	False																			False	False	True	True	False	False	False	False	True	True	False	False	False	False	True	False	False	False	True	False
arib1241	Aribwatsa	-6.72266	146.991	Papunesia	Austronesian	True	True				True	True	False	False	True	False	False	False	False		False	False	False					False	False	False	False	False	True	True	False	False	False	False	False	False	True	False	True			False	False	True		False	True	False	True	False	False	False	True	False	False	False	False	False	True		True	False	False	False	False	False	False		True	False	True	False				False		False	False	True	False			True	True	False	False	False													False	False		False	False	False	False		False	True			False	False	False	False																							True	False	False					True	True	True	True	False	False	False	True	False	True	False	False	False						False	False	False	False	True	False	False	False	False	False		False	False	False	False	True	False			False	False	False	True	True	True	True								False	False	True	True	False	False								
arig1246	Arigidi	7.56324	5.89556	Africa	Atlantic-Congo	True	False	True	False			False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True	False	False	False	False	False	False	False	True		False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		False	False		True	True	False	False	False						False	False	True	False	False	True	True	False	False	True	False								False	False	True	True		False	False	True	False	False	False	False	False	True	False			False	False	False	False	False	True					False	False	False	False	True							False	False	False		False	False	True	False					False	False	False	False	True			False	False	False	False	False	False			False		False	True	False	False	False	True							False	False	True	False	True	False							True	True	True		True	False	False	True	False	False	False	True	False	True	False	False	False	True	False	False	False	True	False	False
arik1265	Arikapú	-12.4878	-62.7261	South America	Nuclear-Macro-Je		False						False	False					True		False	False	True					False	False	False	False				True		False	False	True	True				True		False			True	True	True	True	True	False	True			False	False	True		True	True					True			False	False										False	False						True	False	True					False				True	False				False	False	False	False	False	False							False	False	False	False					True		True		False	False	False							False		False			False	False											False	False	False	False	False	False	False	False																			False	False	True	False			False	True	False	False				True							True	False	False	True	False	False								
arom1237	Aromanian	40.616	21.2	Eurasia	Indo-European	True	True	True	True	False	True	False	True	False	False	False	False	False	False		True	False	True	False	True	True	True	True	False	False	False	False	False		False	False	True	True	True	False	True		True	True	False	True	True	True	True	True	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True		True	True	False	True	False	True	True	True	False		False			False	False	True	False	True	True	True	False	True	False	True	False	False	False	False	True	False	False	False	False		True	True	False	False	False	True	True	True	False	True	True	True	True	True	True	False	False	True	True	True	True	False	False	False						False	False	False	True	False	True			False			False	True	True	False	False	False		True		True	True	True	False	False	False	False	False	False	False	False	False		False	True							True	False	False	False	False				True	False	False		True	False	False	False	True	False	True	False	True	True	True	False	False	True	False	False	False	True	False	True	False	False	False	False	False	True	False	True	False	False
arop1242	Arop-Sissano	-3.06984	142.12	Papunesia	Austronesian	False	False	False	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False		False	False	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	False	False	True	True	True	False	True	False	True	True	False	False	False	True	True	True		False	False	True	False	False	False	True	False	False	False	False	True	True	False	False	False		False			False	False	True	False			True	False	False		False		False	False	False	True	False	False	False	False	True		True	False	False		False	False	False	False	False	True	False	False	False	False	False	False	False							True	False	False	False	False					True	False	False	False	False		False	False	True	False		False		False	True	True	False	True	True	False	False	False	True	True	False	False	False	False	False			True	True	False	False	False	False				False	False		False	False	True	False	True	False	True	False	False	False	True	True	False	False	False		False	True	False	False	True	False	False	False	True	True	False	False	False	False	True	False	False	False	True	False
arop1243	Arop-Lokep	-5.31671	147.103	Papunesia	Austronesian	False	False	False	False	False	False	True	False	False	True	False	False	False		False	False	False	False	True	True		True	False	False	False	False	False	False	True	False	False	True	False	False	False	True	False	True	True	False	False	False	False	True	False	True	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	True	False	False	False	True		False		False	False	False	True	False	True	True	True	True	False	True	True				False	False		True	True	False	True		False	False	False	False	False	False	False		False	True	False			False	False	False	False		False	False	False	True	False	True	False	False	True	False							False	False	False		False	False	False								False	True	False	False	False	False	False	False	False	False	False			False	False	True	True	False	False	False	False	False	True	False	False	False				False	False	True	False	False	False	True	False	False	True	True	True	False		False	True	False	False	True	False	False	False	True	True	False	False	False	False	True	False				
aros1241	Arosi	-10.2441	161.432	Papunesia	Austronesian	True		True	False	False	True	True	False	True	False	False	False		False	False	False	False	False		True	False		False	False	False	False	False	True	True	True	True	False	False	False	False	True	False	True	True	False	False	False	False	True	False	False	False	False	True	False	False	False	False		False	True		False	False			False	True	False	True	False	False	True	False	False	True					False	False	False	True	False	True	True	True	False	False	True					False		False	False	True	False			True	False	False	False	False	False	False	True	False	False	False			False	False	False	False							True	False	False	False	False							False	False	False		False		True								False		False	False	False	False	False	True	False	False	False			False	False		True	False	False	False	False	True	False	False	False					False	False	True	False			False	False		True	False	False	False	True	True	False	False	False	True	False	False	False	True				False	False	True	False	False	False	True	False
arta1239	Arta	16.4185	121.656	Papunesia	Austronesian	True	True	True	False	False	True	True	False	False	True	False	True	False	False	False	False	False	False		True	False	True	False	False	True	False	False	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	False	False	False		False		True		False	True	False	False	True	True	False	False	True		True	False	False	True	False	False	False	False	True	False	True	True	True	False	False		False	False	True	False	False	True	True	False	False	False	False	False	False		False	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True			False	False		False	False	False	True	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	False	False	False		False	False	False	True	True	False	False	True	True	False	False	False	False	True	False	True	False	False	True	False	False	False	False	True	False	True	False	False
asha1243	Asháninka	-11.9311	-73.9073	South America	Arawakan	False	False	False	False		True	True	True	False	True	False	False		False		True	False	True		True	True	True	True		True		False	True	True	True	False	False	False	True	True	False	True	True	True	False	False	False	True	False	True	True	False	True	True	False	False	True	False	False	True	True	True	True	True	False	False	True	True	True	True		True	True				False	False	True	True	False	False	True	True	False	True	True	False	True	True	True	True	False	False	False	False	True	False		True	False	True									True																																																																																				True	False	False	True	False	False	True	False	False	False	True	False								
ashe1272	Ashéninka Perené	-10.9777	-74.9153	South America	Arawakan	False	True	True	False	False	True	True	True	False	True	False	False	False	False	False	False	False	True	False	True	True	True	True	False	True	False	False	False	True	False	False	False	False	True	False	False	False	True	True	False	False	True	False	True	True	True	False	True	True	False	True	False	False	False	True	True	True	False	True	False	False	True	True	False	True	True	True	True	True	True	False	True		False	True	False	False	True	False	False	True	True	False	False	True	True	False	True	False	True	False	False	False	False	True	False	True	False	True	False	False	False	True	True	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False		False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	True	False	True	False	False
asoa1238	Asoa	2.26818	26.7198	Africa	Central Sudanic	False	False	False	False			False		False					False	False	False	False	False					False	False	False	False	False	False	False			False	False	True	True	True	True		True	False	True	True	False		False	True	False	True	False	False	False	False	False					True				False													True			False	True	False			True	True		True														False	False	False	False	False	False	False	False	False	False			False	False	False	False	False	True										False	False	False	True	False	False						False	True								False	False	True	False	False	False	False	True	False	False	False	False	False				True	False				False	False	False																				False	True	False				False	True	False	True	False	False	False	False	True	False	False	True	False	False
assi1247	Assiniboine	49.2923	-106.068	North America	Siouan	False	False	False	False	False	True	True	False	False	True	False	False	False	False		False	False	False			True		False	False	True	False	False	False	True	True	True	False	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	False	True	False	False	True	False	True	True	True	False	False	True	True	True	True	False	True	False	False	True	False	False	False		True	False	False	False	False	True	True	True	True	True	False	False	False	False	True	True	False	False	False	False	False		True	False	True	False	False	False	False	False	False	True	True	True	False		False	False	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	True	True	False	False	True	False	False	False		False	False	False	False		False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	False	False	True	False	False	False	False		False	False	False	False	True	False	False	True	False	True	False	False	True	True	False	True	False	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	True	False
asur1254	Asuri	21.5721	83.4562	Eurasia	Austroasiatic	False	False	False	False	False		True	False	True	False	False	False	False	False		False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	False	True		True	True	True	False	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	True	True			False	True		False	True	False			False	False	False	False	False	False	True				False	True	True	False		True	False	False				True	False				False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False		False	False	False	True	False		False	False		False	False	True	False	False		False					False	True	True			False	False				False	True	False	False	False	False	False	False	False	False	False	False	False		False	True			False		True					False				False	False	True	False			False	False	True	False	False	False	False		True	False	False	True	False	False	True	False	False	True	False	False	False	True	False	False				
asut1235	Asu (Tanzania)	-4.17978	37.8323	Africa	Atlantic-Congo	False	False	False	False	False	False	False	False	False	True	False	False	False	False		False	False	False	False								False	False			False	False	False	False	False	True	False	True	True	False	False	False	False		False	True	False	False	False	True	False	False	False	False	True	False	True	True	False			False	True	True	True		True				True	True	False	False	True	False	False	False	True	False	True	True	True	False	False	True	True	False	True	False	False		False	False	True	False	True	False	False	False	False		True	True	False		True	True	False				False	False	True		True	False	False	True	True																	False	False			False	False		True	False	False		True			False	False	False	False	False				False	True	True	True	True	False	True	False	True	False	False	False	False						True	False	True	False	False	False	False	False	False		False	False	False	True	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	True	False	False
atak1252	Atakapa	30.9121	-93.0827	North America	Atakapa		False	False	True	False	False	False	False	False		False	False	False	False		True	False	True			False	True	False	False	False	False	False	False	False	True	False	False	False	True	True	False	True	True	True	False	False	True	True	True	True	True	True	True	True	True	False	True	True	False	True	False	True	True	True	True		True		True	True	False	False	True	True						False	True	False	False	False	True	True	True	True	True	False	False					False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False				False	False	False	False	False	False	False	True					False	False	False	True	False	False	False	False	True	False	True	False	False	False		False		False						True			True	False	False	False	False	False		False	False	False			False		True	True					True	False	False	False	False				False	False	True	False	False	False	False	False	False	False				True	False	True	False	True	False	False	True	False	False	True	False	False	False	False	True	False	False	False	True	False
atam1239	Atampaya	-11.0018	142.273	Australia	Pama-Nyungan	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		True	True	False					False	False	True	False	False	True	True	True	True	False	True	False	False	False	True	True	True	True	False	False	False	False	False	False				False	False	False	False	False	False	False	False	True	True	True	True	False	False	False	False	False	False	False	False	False	False		False	False	False	True		True	False	False	True	True		False			False	False	False	True	False	False	True	True																																																																																																		False	False	True	True	False	False								
atam1240	Ata Manobo	7.7789	125.499	Papunesia	Austronesian	True	True	True	False			True	False	False	True	False	False	False	False		False	False	True	True		True	True	False	False	False	False	False	False	False	False	False	False	False	True	True			True	True	True	False	False	False	True	False	True	False	True	False	True	False	False	False	False	False	False	True	True	False	False	False	False	True	False	True		False		False	False	False			False	False		False	True	False	False	True	True	False	False	True	False		True	False	False	False	False	False	False	True	False	True	True				False	False	False	False	False	False	False	False	False		False	False	False	False		False	False	False	True	False	True	False	False	False	False							False	False	False		False	False	True			False	False	False	True	False	True	True	False	False	False	False	False	False	False	False	False			False	False	False	True					True	False	False	False	False				False	False	True	False	True	False	False	False	False	False	False	False	True	True	False	True	False	True	False	False	False	True	False	False	True	False	False	True	False	False	False	True	False	False
atay1247	Atayal	24.5209	121.388	Papunesia	Austronesian	True	False	True			True	True	False	False	False	False	False	False			False	False	False					False	False	False	False	False	False	True	True	True	False	True	False	True			True	True	True	False	True	True	False	False	False	False	False	False	False		False			True	True		False	True			False	True		True			True	False		False						False	True	False	False	True	True	True	False	True	True	False		True			False		False	True		True	True		False	False			False				False					False	False	False	False						False	False	False	True	False							False	False	False		False	False	True		False	False		True	False	False	False	True	True			False	False	False	False	False				False		False	True	True	True	False	False	True	False	False	False	False				True	False	True	False			False	False	False	False	False	False	False		True	False	False	False	True	False	False	True	False	False	True	False	False	False	False	True	False	True	False	False
athp1241	Athpariya	26.8794	87.3296	Eurasia	Sino-Tibetan	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	True	False		True		False	False	False	False	True	False	True	True	False	True	True	True	True	False	True	False	True	False	False	True	False	True	True	True	True	True	True	True	False	False	True	False	True	False	True	True	False	False	False	False	True	True	False	False	True	False	False	False	False	True			False		False	False	False	True	True	True	False	False	False	True	False	True	False	False	False	True	False	True	False	False	True		False	False	False	False	False	False	False	False	True	True	False	True		False	False	False	False		False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False		False	False	False	False	False	False	False	False	True		False	False	False	False	False	False	False	False	True	False		True	False	True	True	True	False	True	False	False	False	False	False			False	True	True	False	False	False	False	True	True	False	False	False	False	True	True	False	False	True	False	False	True	False	False	True	False	False	False	True	False	False	False	True	False	False
atii1237	Ati	11.1539	122.512	Papunesia	Austronesian	False	False	False	False		False	True	False	False	True	False	False	False	True		False	False	False					False	False	False	False	False					False	False	False	False	True	False	True	True		True	True	True	True	False	False	False	False	False	False					False	True	False	False	False							False	True		False	False	False				True		False							False	True	True	False		True		False						True					False	False	False	False	False		False	False	True		False	False	False	False		False	False	False	False	False																False	False	False			False	False	True	False	False		True	True	False	False	False	False	True	False	False	False			False	True		True	False		False	False									False	False	True	False			False	False	False	False	False	True	False	True	True	False	False	True	False	False	False	False	True								False	True	False	False
aton1241	Atong (India)	25.346508	90.658722	Eurasia	Sino-Tibetan	False	True	False	True	False	True	True	False	False	True	False	False	False	False	False	False	False	False	True	True	False	True	False	False	False	False	True	False	True	True	True	True	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	False	True	False	True	True	False	False	False	True	False	True	True	False	False	False	False	True	True	False	False	True	False	True	False	False	False	False	False	True	False	True	True	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	True	False	True	False	False	True	False	False	True	False	True	True	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	True	True	True	False	False	False	True	False	True	False	False		False	False	True	False	True	False	False	False	False	False	True	False	True	False	False	True	False	False	True	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	True
aulu1238	Aulua	-16.3579	167.697	Papunesia	Austronesian			True	False	False		True	False	True	False	True	False	False	False		False	False	False		True	True	True	False	False	False	False	False	True	True	True	False	False	False	False	False	True	False	True	True	False	False	False	False	True	False	True	False	True	True	False	False	False	False	False	False	False	True	True	False	False	False	False	True	False		False	True	True	True	True	False	False		False				False	True	False	True		True	False	False	False	True		False	False	False		False	False	False	False	True	True	False	False	False		False	False	False	False	False	True	False			False	False	False	False	True						True	False	False	False	False							False	False	False		False	False	False	False		False	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False	True	False	True						True	True	False	False	False		False	False	False	False	True	False	True	False	False	False	False	True	True	True	True	True	False	True	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	False
auuu1241	Au	-3.53277	142.105	Papunesia	Nuclear Torricelli	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		False	False	False	True	False	True	False	False	False	True	False	False	False	False	False	False	True	False	True	True	True	False	False	True	False	False	True	False	True	True	False	False	True	True	True	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False		False	False		False	False	True	False	True	True	True	True	False	False	True	False	False	False	False	False	False	False	False	False	True	True	True	False	False		True	False	False	False	True	True	False	False	False	False	False	False	True																			False	False			False	True			False	False	False	False	False	False	False	False			False	False	False	False	False				False	False	True	True	False	False	False	False	True	True	False	False		False		False	False	False	True	False			False	False	False	False	False	True	False	True	False	True	False	False	True	False	False	True	False	True	False	False	False	False	True	False				
auye1238	Auye	-3.43705	136.096	Papunesia	Nuclear Trans New Guinea	True	False	False	True		False	False	False	True	False	False	False	False	False	False	True	False	True	False	True			False	True	False	True	False	False	True	True	False	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	False	True	False	False	False	False	True	False	False	True	True	False	False	True	True	False	True	False	False	False	True		False	True	False	False	True	False	False	False	False	True	True	True	False	True	False	False	False		False	False	False	False	False	True	True	False	True	True	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	True		False	False	False	False	True	False	False	True	False							False	False	False	False	True	False	False	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False		True	False	True	False	True	False	False	False		False	False		False	False	True	True	True	False	False		False	False	False	False	False	False	False	True	False	True	False	True	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	True
avac1239	Avá-Canoeiro	-13.6081	-48.1336	South America	Tupian	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False				False	False	False	False	False	False	False	True		True	False	True	False	False	True	True	True	False	False	False	False	True	False	True	False	True	False	True	False	True	True	False	False	False	False	True	False	False	False	False	True	True		False	True		False	False	False	False	False	True	True	False	False	False	False	True			False	True	False			True	False	False	False				True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False		False	False	False	False	False															False		False	False	False	False	False	False	False	False		False	True	False	False	False	False	False	False	False	False	False	False	False			False									False	False	False	False	False	False	False	True	False			False	True	False	False	False	False	False	True	True	False	False	True	False	False	True	False	False	True	False	False	False	False	True	False	False	True	False	False
avat1244	Avatime	6.8688	0.41314	Africa	Atlantic-Congo	True		False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	True	False	True	True	False	False	False	True	False	False	False	True	True	False	False	False	False	False	True	True	True	True	False	False	False	False	True	False	True	False	True	False	False	False	False	False	False	False	False	True	True	True	False	True	True	False	False	False	False	True	True	True	True	False		False	False	True	True	True	False	True	False	True	True	True	False	False	True	True	True	False	False	False	False	False	False	False	False	True	True	True	False	False	True	False	True	True	False	False	True	True	True	False	False	False	False	True		True	True	False	False	False		False	False	True	False							False	False																																																								False	True	False	False	True	False	True	False	False	True	False	False	False	False	True	False	False	False	True	False
avok1242	Avokaya	4.38639	29.9379	Africa	Central Sudanic	False	False	False	False	False		False	False	False				False	False	False	False	False	False		False	False		False	False	False	False	False	False	True	True						False	True	True	True	False	False	False	False	True	False	True	False	True	False	False	False	False	False	False			False	False			False	False				False	True	True	False	True	False			False	True		False	False	True		False	True		True	False	False		True	False	False	False					False	True			False	False		False	False	False	False	False		False			False		False	False					True	True																	False	True	False		False	False	False			True	True		False	False	False	False	True	False	False	False	False	False				True	False		False	False					False		False	False		False					False	False	False	True	True	True	True	True	False	True	False	False	True	False	False	False	True	True	False	False	False	False	True	False	False	False	True	False
awac1239	Awa-Cuaiquer	1.21652	-78.3401	South America	Barbacoan	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	False	False	True	True	True	True	False	True	False	True	False	False	False	False	False	False	False	True	True	False	True	False			False	False	False		True				False		False	True		False	False	False	True	True	True	True	True	False	True	True		False	False	False	True	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True				False	False	False	False	True	False	False	False	True	True	False	True	False	True	False		False	True	True	False	False			False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	True	False	False	False		True				False	False	False	False																			True	False	False	True	False	False	True	False	False	True	False	False	False	False	False	True	False	True	False	False
awad1243	Awadhi	27.5907	82.4663	Eurasia	Indo-European	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	True		True	True		True	False	False	False		False	False	False	False	True	True	True	True	False	True	True	True	False	True	True	True	False	True	False	True	False	False	False	False	False	False	False			False	False		False	False	False	True	False	False	False	False	False	False	True	True	True		False	False	False	False	False	False	True			False			True		False	True	False	False	False	False	False	True	False	True	True	True	False	False	False	True	True	False	False	True	True	False	False	False	False	False	False	True	False	False	False	False	True	False	True		True			False	True	False	True	False	False			False	False		False	True			True	False	True	True	False	False	True	True	False	True	False	False	False	False	False	True	False	False	False	True	True		False	False	True	False	True	False	True	False	False	False	False		True	False	False	False	True	False	False	False	False	False	False	False	False	True	True	False	False	True	False	False	True	False	False	True	False	False	False	True	False	False	False	True	False	False
